Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.18     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      0.18     0.00        1     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_erase_at_end(std::pair<int, int>*)
  0.00      0.18     0.00        1     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::clear()
  0.00      0.18     0.00        1     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector()
  0.00      0.18     0.00        1     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector()
  0.00      0.18     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&)
  0.00      0.18     0.00        1     0.00     0.00  std::__cxx11::to_string(int)
  0.00      0.18     0.00        1     0.00     0.00  unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int)
  0.00      0.18     0.00        1     0.00     0.00  void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int)
  0.00      0.18     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const* std::__addressof<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.00      0.18     0.00        1     0.00     0.00  void std::_Destroy<std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*)
  0.00      0.18     0.00        1     0.00     0.00  void std::_Destroy<std::pair<int, int>*, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&)
  0.00      0.18     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*)
  0.00      0.18     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2023 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 5.55% of 0.18 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.13    0.05                 main [1]
                0.00    0.04    1258/1258        drawManager(Manager*) [2]
                0.00    0.01    1270/1270        updateManager(Manager*, int) [6]
                0.00    0.00       1/1           createManager(Manager*) [9]
                0.00    0.00    1258/1258        dispText(int, int, int, int, char*, _TTF_Font*) [32]
                0.00    0.00       1/1           initRender(SDL_Window*) [221]
                0.00    0.00       1/1           Manager::Manager() [227]
                0.00    0.00       1/1           Manager::~Manager() [228]
-----------------------------------------------
                0.00    0.04    1258/1258        main [1]
[2]     20.9    0.00    0.04    1258         drawManager(Manager*) [2]
                0.02    0.02    1258/1258        drawBoard(Board*) [3]
                0.00    0.00    1258/1258        drawFade(Fade*) [33]
-----------------------------------------------
                0.02    0.02    1258/1258        drawManager(Manager*) [2]
[3]     20.9    0.02    0.02    1258         drawBoard(Board*) [3]
                0.02    0.00 1667779/1895758     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.00    0.00 1667779/1895759     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [18]
                0.00    0.00   60384/60384       drawBorder(int, int, int, int, SDL_Texture*) [19]
                0.00    0.00   12580/25300       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [21]
                0.00    0.00   11322/22752       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [22]
                0.00    0.00   11322/11322       drawWinBlock(int, int, int, int, SDL_Texture*) [23]
                0.00    0.00   11313/11313       drawBlock(int, int, int, int, SDL_Texture*, int**, int, int) [24]
                0.00    0.00    2516/2516        Scientist::draw() [27]
                0.00    0.00    1258/1258        drawPlayer(int, int, int, int, SDL_Texture*) [31]
-----------------------------------------------
                0.00    0.00      77/1895758     movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [11]
                0.00    0.00    1842/1895758     createBoard(Board*, int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int) [8]
                0.00    0.00  226060/1895758     updateBoard(Board*, int) [5]
                0.02    0.00 1667779/1895758     drawBoard(Board*) [3]
[4]     11.1    0.02    0.00 1895758         std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
-----------------------------------------------
                0.01    0.00    1270/1270        updateManager(Manager*, int) [6]
[5]      6.9    0.01    0.00    1270         updateBoard(Board*, int) [5]
                0.00    0.00  226060/1895758     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.00    0.00      11/11          movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [11]
                0.00    0.00  226060/1895759     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [18]
                0.00    0.00   12700/25300       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [21]
                0.00    0.00   11430/22752       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [22]
                0.00    0.00    1270/1279        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [28]
                0.00    0.00    1270/1270        std::pair<int, int>::operator=(std::pair<int, int>&&) [30]
                0.00    0.00      11/22          std::pair<int, int>::pair<int, int, true>(int&&, int&&) [118]
-----------------------------------------------
                0.00    0.01    1270/1270        main [1]
[6]      6.9    0.00    0.01    1270         updateManager(Manager*, int) [6]
                0.01    0.00    1270/1270        updateBoard(Board*, int) [5]
                0.00    0.00    1270/1270        updateFade(Fade*) [29]
-----------------------------------------------
                0.00    0.00       1/1           createManager(Manager*) [9]
[7]      0.0    0.00    0.00       1         changeBoard(Manager*, int, int) [7]
                0.00    0.00       1/1           loadBoard(Manager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [10]
                0.00    0.00       1/1           std::__cxx11::to_string(int) [255]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [262]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [261]
-----------------------------------------------
                0.00    0.00       1/1           loadBoard(Manager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [10]
[8]      0.0    0.00    0.00       1         createBoard(Board*, int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int) [8]
                0.00    0.00    1842/1895758     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.00    0.00    1842/1895759     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [18]
                0.00    0.00       9/9           std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [174]
                0.00    0.00       5/5           createTexture(char const*) [182]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [249]
                0.00    0.00       1/1           std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::clear() [251]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[9]      0.0    0.00    0.00       1         createManager(Manager*) [9]
                0.00    0.00       1/1           changeBoard(Manager*, int, int) [7]
-----------------------------------------------
                0.00    0.00       1/1           changeBoard(Manager*, int, int) [7]
[10]     0.0    0.00    0.00       1         loadBoard(Manager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [10]
                0.00    0.00       1/1           createBoard(Board*, int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int) [8]
                0.00    0.00       2/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [206]
                0.00    0.00       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [216]
                0.00    0.00       1/1           loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
                0.00    0.00       1/300         std::vector<int, std::allocator<int> >::size() const [40]
                0.00    0.00       1/1895759     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [18]
                0.00    0.00       1/23          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [117]
                0.00    0.00       1/1           Overworld::create() [229]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [248]
-----------------------------------------------
                0.00    0.00      11/11          updateBoard(Board*, int) [5]
[11]     0.0    0.00    0.00      11         movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [11]
                0.00    0.00      77/1895758     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.00    0.00      77/1895759     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [18]
                0.00    0.00      11/22          std::pair<int, int>::pair<int, int, true>(int&&, int&&) [118]
-----------------------------------------------
                0.00    0.00       1/1895759     loadBoard(Manager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [10]
                0.00    0.00      77/1895759     movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [11]
                0.00    0.00    1842/1895759     createBoard(Board*, int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int) [8]
                0.00    0.00  226060/1895759     updateBoard(Board*, int) [5]
                0.00    0.00 1667779/1895759     drawBoard(Board*) [3]
[18]     0.0    0.00    0.00 1895759         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [18]
-----------------------------------------------
                0.00    0.00   60384/60384       drawBoard(Board*) [3]
[19]     0.0    0.00    0.00   60384         drawBorder(int, int, int, int, SDL_Texture*) [19]
-----------------------------------------------
                0.00    0.00   46509/46509       drawBlock(int, int, int, int, SDL_Texture*, int**, int, int) [24]
[20]     0.0    0.00    0.00   46509         __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [20]
-----------------------------------------------
                0.00    0.00      20/25300       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [186]
                0.00    0.00   12580/25300       drawBoard(Board*) [3]
                0.00    0.00   12700/25300       updateBoard(Board*, int) [5]
[21]     0.0    0.00    0.00   25300         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [21]
-----------------------------------------------
                0.00    0.00   11322/22752       drawBoard(Board*) [3]
                0.00    0.00   11430/22752       updateBoard(Board*, int) [5]
[22]     0.0    0.00    0.00   22752         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00   11322/11322       drawBoard(Board*) [3]
[23]     0.0    0.00    0.00   11322         drawWinBlock(int, int, int, int, SDL_Texture*) [23]
-----------------------------------------------
                0.00    0.00   11313/11313       drawBoard(Board*) [3]
[24]     0.0    0.00    0.00   11313         drawBlock(int, int, int, int, SDL_Texture*, int**, int, int) [24]
                0.00    0.00   46509/46509       __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [20]
-----------------------------------------------
                0.00    0.00      10/2622        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [195]
                0.00    0.00      18/2622        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [174]
                0.00    0.00      18/2622        void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [173]
                0.00    0.00      18/2622        void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [172]
                0.00    0.00    2558/2622        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [28]
[25]     0.0    0.00    0.00    2622         int& std::forward<int&>(std::remove_reference<int&>::type&) [25]
-----------------------------------------------
                0.00    0.00      44/2584        std::pair<int, int>::pair<int, int, true>(int&&, int&&) [118]
                0.00    0.00    2540/2584        std::pair<int, int>::operator=(std::pair<int, int>&&) [30]
[26]     0.0    0.00    0.00    2584         int&& std::forward<int>(std::remove_reference<int>::type&) [26]
-----------------------------------------------
                0.00    0.00    2516/2516        drawBoard(Board*) [3]
[27]     0.0    0.00    0.00    2516         Scientist::draw() [27]
-----------------------------------------------
                0.00    0.00       9/1279        void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [172]
                0.00    0.00    1270/1279        updateBoard(Board*, int) [5]
[28]     0.0    0.00    0.00    1279         std::pair<int, int>::pair<int&, int&, true>(int&, int&) [28]
                0.00    0.00    2558/2622        int& std::forward<int&>(std::remove_reference<int&>::type&) [25]
-----------------------------------------------
                0.00    0.00    1270/1270        updateManager(Manager*, int) [6]
[29]     0.0    0.00    0.00    1270         updateFade(Fade*) [29]
-----------------------------------------------
                0.00    0.00    1270/1270        updateBoard(Board*, int) [5]
[30]     0.0    0.00    0.00    1270         std::pair<int, int>::operator=(std::pair<int, int>&&) [30]
                0.00    0.00    2540/2584        int&& std::forward<int>(std::remove_reference<int>::type&) [26]
-----------------------------------------------
                0.00    0.00    1258/1258        drawBoard(Board*) [3]
[31]     0.0    0.00    0.00    1258         drawPlayer(int, int, int, int, SDL_Texture*) [31]
-----------------------------------------------
                0.00    0.00    1258/1258        main [1]
[32]     0.0    0.00    0.00    1258         dispText(int, int, int, int, char*, _TTF_Font*) [32]
-----------------------------------------------
                0.00    0.00    1258/1258        drawManager(Manager*) [2]
[33]     0.0    0.00    0.00    1258         drawFade(Fade*) [33]
-----------------------------------------------
                0.00    0.00     676/676         bool __gnu_cxx::operator!=<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [37]
[34]     0.0    0.00    0.00     676         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [34]
-----------------------------------------------
                0.00    0.00      39/429         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [100]
                0.00    0.00     390/429         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [57]
[35]     0.0    0.00    0.00     429         int* std::__niter_base<int*>(int*) [35]
-----------------------------------------------
                0.00    0.00      65/403         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
                0.00    0.00     169/403         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [47]
                0.00    0.00     169/403         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [46]
[36]     0.0    0.00    0.00     403         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [36]
-----------------------------------------------
                0.00    0.00     338/338         loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[37]     0.0    0.00    0.00     338         bool __gnu_cxx::operator!=<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [37]
                0.00    0.00     676/676         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [34]
-----------------------------------------------
                0.00    0.00     325/325         loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[38]     0.0    0.00    0.00     325         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [38]
-----------------------------------------------
                0.00    0.00     325/325         loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[39]     0.0    0.00    0.00     325         __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [39]
-----------------------------------------------
                0.00    0.00       1/300         loadBoard(Manager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [10]
                0.00    0.00      39/300         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [98]
                0.00    0.00     260/300         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [81]
[40]     0.0    0.00    0.00     300         std::vector<int, std::allocator<int> >::size() const [40]
-----------------------------------------------
                0.00    0.00     130/260         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
                0.00    0.00     130/260         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [80]
[41]     0.0    0.00    0.00     260         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [41]
-----------------------------------------------
                0.00    0.00      13/249         std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [148]
                0.00    0.00      39/249         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [98]
                0.00    0.00      67/249         std::vector<int, std::allocator<int> >::~vector() [79]
                0.00    0.00     130/249         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
[42]     0.0    0.00    0.00     249         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
-----------------------------------------------
                0.00    0.00       9/247         void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [172]
                0.00    0.00      13/247         void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [144]
                0.00    0.00      15/247         void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [130]
                0.00    0.00      15/247         void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [128]
                0.00    0.00      26/247         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [116]
                0.00    0.00     169/247         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [46]
[43]     0.0    0.00    0.00     247         operator new(unsigned long, void*) [43]
-----------------------------------------------
                0.00    0.00     104/234         std::__new_allocator<int>::allocate(unsigned long, void const*) [64]
                0.00    0.00     130/234         std::__new_allocator<int>::max_size() const [52]
[44]     0.0    0.00    0.00     234         std::__new_allocator<int>::_M_max_size() const [44]
-----------------------------------------------
                0.00    0.00      39/169         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [98]
                0.00    0.00     130/169         std::vector<int, std::allocator<int> >::max_size() const [53]
[45]     0.0    0.00    0.00     169         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [45]
-----------------------------------------------
                0.00    0.00     169/169         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [47]
[46]     0.0    0.00    0.00     169         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [46]
                0.00    0.00     169/247         operator new(unsigned long, void*) [43]
                0.00    0.00     169/403         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [36]
-----------------------------------------------
                0.00    0.00      65/169         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
                0.00    0.00     104/169         std::vector<int, std::allocator<int> >::push_back(int const&) [48]
[47]     0.0    0.00    0.00     169         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [47]
                0.00    0.00     169/403         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [36]
                0.00    0.00     169/169         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [46]
-----------------------------------------------
                0.00    0.00     169/169         loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[48]     0.0    0.00    0.00     169         std::vector<int, std::allocator<int> >::push_back(int const&) [48]
                0.00    0.00     104/169         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [47]
                0.00    0.00      65/65          std::vector<int, std::allocator<int> >::end() [83]
                0.00    0.00      65/65          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
-----------------------------------------------
                0.00    0.00      10/150         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [161]
                0.00    0.00      10/150         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [163]
                0.00    0.00     130/150         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [55]
[49]     0.0    0.00    0.00     150         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [49]
-----------------------------------------------
                0.00    0.00      65/132         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
                0.00    0.00      67/132         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [78]
[50]     0.0    0.00    0.00     132         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [50]
                0.00    0.00     104/104         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00      65/130         std::vector<int, std::allocator<int> >::end() [83]
                0.00    0.00      65/130         std::vector<int, std::allocator<int> >::begin() [84]
[51]     0.0    0.00    0.00     130         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [51]
-----------------------------------------------
                0.00    0.00     130/130         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [54]
[52]     0.0    0.00    0.00     130         std::__new_allocator<int>::max_size() const [52]
                0.00    0.00     130/234         std::__new_allocator<int>::_M_max_size() const [44]
-----------------------------------------------
                0.00    0.00     130/130         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [81]
[53]     0.0    0.00    0.00     130         std::vector<int, std::allocator<int> >::max_size() const [53]
                0.00    0.00     130/169         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [45]
                0.00    0.00     130/130         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [55]
-----------------------------------------------
                0.00    0.00     130/130         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [55]
[54]     0.0    0.00    0.00     130         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [54]
                0.00    0.00     130/130         std::__new_allocator<int>::max_size() const [52]
-----------------------------------------------
                0.00    0.00     130/130         std::vector<int, std::allocator<int> >::max_size() const [53]
[55]     0.0    0.00    0.00     130         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [55]
                0.00    0.00     130/130         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [54]
                0.00    0.00     130/150         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [49]
-----------------------------------------------
                0.00    0.00     130/130         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [82]
[56]     0.0    0.00    0.00     130         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [56]
                0.00    0.00     130/130         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [57]
-----------------------------------------------
