Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [184]
[120]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [120]
-----------------------------------------------
                0.00    0.00       7/17          std::__new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [178]
                0.00    0.00      10/17          std::__new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [156]
[121]    0.0    0.00    0.00      17         std::__new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [121]
-----------------------------------------------
                0.00    0.00       1/16          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [248]
                0.00    0.00       1/16          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [249]
                0.00    0.00       1/16          std::vector<int, std::allocator<int> >* std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(unsigned long, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [247]
                0.00    0.00       3/16          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [206]
                0.00    0.00      10/16          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [192]
[122]    0.0    0.00    0.00      16         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [122]
-----------------------------------------------
                0.00    0.00       5/15          std::__new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [189]
                0.00    0.00      10/15          std::__new_allocator<std::pair<int, int> >::max_size() const [155]
[123]    0.0    0.00    0.00      15         std::__new_allocator<std::pair<int, int> >::_M_max_size() const [123]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [126]
[124]    0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [124]
                0.00    0.00      30/30          std::remove_reference<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>::type&& std::move<std::_Vector_base<int, std::allocator<int> >::_Vector_impl&>(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [109]
                0.00    0.00      15/93          std::allocator<int>::allocator(std::allocator<int> const&) [67]
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [125]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [124]
[125]    0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [125]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [135]
[126]    0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [126]
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [124]
-----------------------------------------------
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [131]
[127]    0.0    0.00    0.00      15         void std::__new_allocator<std::pair<int, int> >::destroy<std::pair<int, int> >(std::pair<int, int>*) [127]
-----------------------------------------------
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [132]
[128]    0.0    0.00    0.00      15         void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [128]
                0.00    0.00      15/247         operator new(unsigned long, void*) [43]
                0.00    0.00      15/30          std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [110]
-----------------------------------------------
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [133]
[129]    0.0    0.00    0.00      15         void std::__new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [129]
                0.00    0.00      15/67          std::vector<int, std::allocator<int> >::~vector() [79]
-----------------------------------------------
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [134]
[130]    0.0    0.00    0.00      15         void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [130]
                0.00    0.00      15/247         operator new(unsigned long, void*) [43]
                0.00    0.00      15/30          std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [111]
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [135]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [136]
[131]    0.0    0.00    0.00      15         void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [131]
                0.00    0.00      15/15          void std::__new_allocator<std::pair<int, int> >::destroy<std::pair<int, int> >(std::pair<int, int>*) [127]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [136]
[132]    0.0    0.00    0.00      15         void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [132]
                0.00    0.00      15/30          std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [110]
                0.00    0.00      15/15          void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [128]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [137]
[133]    0.0    0.00    0.00      15         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [133]
                0.00    0.00      15/15          void std::__new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [129]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [137]
[134]    0.0    0.00    0.00      15         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [134]
                0.00    0.00      15/30          std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [111]
                0.00    0.00      15/15          void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [130]
-----------------------------------------------
                0.00    0.00      15/15          void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [130]
[135]    0.0    0.00    0.00      15         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [135]
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [126]
-----------------------------------------------
                0.00    0.00      15/15          std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [167]
[136]    0.0    0.00    0.00      15         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [136]
                0.00    0.00      15/15          std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [138]
                0.00    0.00      15/45          std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [88]
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [132]
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*) [131]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [168]
[137]    0.0    0.00    0.00      15         void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [137]
                0.00    0.00      15/15          std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [139]
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [134]
                0.00    0.00      15/110         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [59]
                0.00    0.00      15/15          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [133]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [136]
[138]    0.0    0.00    0.00      15         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [138]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [137]
[139]    0.0    0.00    0.00      15         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [139]
-----------------------------------------------
                0.00    0.00       5/14          std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [174]
                0.00    0.00       9/14          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [175]
[140]    0.0    0.00    0.00      14         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [140]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [112]
-----------------------------------------------
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [142]
[141]    0.0    0.00    0.00      13         std::allocator<int>::allocator() [141]
                0.00    0.00      13/13          std::__new_allocator<int>::__new_allocator() [145]
-----------------------------------------------
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_Vector_base() [143]
[142]    0.0    0.00    0.00      13         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [142]
                0.00    0.00      13/13          std::allocator<int>::allocator() [141]
                0.00    0.00      13/52          std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [87]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<int, std::allocator<int> >::vector() [150]
[143]    0.0    0.00    0.00      13         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [143]
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [142]
-----------------------------------------------
                0.00    0.00      13/13          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [146]
[144]    0.0    0.00    0.00      13         void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [144]
                0.00    0.00      13/247         operator new(unsigned long, void*) [43]
                0.00    0.00      13/57          std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [85]
                0.00    0.00      13/39          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [98]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator<int>::allocator() [141]
[145]    0.0    0.00    0.00      13         std::__new_allocator<int>::__new_allocator() [145]
-----------------------------------------------
                0.00    0.00       5/13          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [192]
                0.00    0.00       8/13          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [147]
[146]    0.0    0.00    0.00      13         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [146]
                0.00    0.00      13/57          std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [85]
                0.00    0.00      13/13          void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [144]
-----------------------------------------------
                0.00    0.00      13/13          loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[147]    0.0    0.00    0.00      13         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [147]
                0.00    0.00       8/13          void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [146]
                0.00    0.00       5/5           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [193]
                0.00    0.00       5/5           void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [192]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<int, std::allocator<int> >::clear() [149]
[148]    0.0    0.00    0.00      13         std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [148]
                0.00    0.00      13/249         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
                0.00    0.00      13/80          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [71]
-----------------------------------------------
                0.00    0.00      13/13          loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[149]    0.0    0.00    0.00      13         std::vector<int, std::allocator<int> >::clear() [149]
                0.00    0.00      13/13          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [148]
-----------------------------------------------
                0.00    0.00      13/13          loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [224]
[150]    0.0    0.00    0.00      13         std::vector<int, std::allocator<int> >::vector() [150]
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_Vector_base() [143]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [248]
                0.00    0.00      10/11          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [157]
[151]    0.0    0.00    0.00      11         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [151]
-----------------------------------------------
                0.00    0.00       1/11          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [253]
                0.00    0.00      10/11          void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [195]
[152]    0.0    0.00    0.00      11         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [152]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [193]
                0.00    0.00       5/10          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [194]
[153]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [153]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [158]
[154]    0.0    0.00    0.00      10         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [154]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [159]
[155]    0.0    0.00    0.00      10         std::__new_allocator<std::pair<int, int> >::max_size() const [155]
                0.00    0.00      10/15          std::__new_allocator<std::pair<int, int> >::_M_max_size() const [123]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [160]
[156]    0.0    0.00    0.00      10         std::__new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [156]
                0.00    0.00      10/17          std::__new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [121]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [185]
[157]    0.0    0.00    0.00      10         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [157]
                0.00    0.00      10/10          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [161]
                0.00    0.00      10/11          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [151]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [186]
[158]    0.0    0.00    0.00      10         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [158]
                0.00    0.00      10/10          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [163]
                0.00    0.00      10/10          std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() const [154]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_max_size(std::allocator<std::pair<int, int> > const&) [163]
[159]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [159]
                0.00    0.00      10/10          std::__new_allocator<std::pair<int, int> >::max_size() const [155]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [161]
[160]    0.0    0.00    0.00      10         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [160]
                0.00    0.00      10/10          std::__new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [156]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [157]
[161]    0.0    0.00    0.00      10         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [161]
                0.00    0.00      10/10          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [160]
                0.00    0.00      10/150         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [49]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [192]
[162]    0.0    0.00    0.00      10         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_relocate(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [162]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [166]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const [158]
