Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      14/71          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [340]
-----------------------------------------------
                0.00    0.00      14/14          movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [29]
[30]     0.0    0.00    0.00      14         findGroup(Board*, std::pair<int, int> const&, int) [30]
                0.00    0.00      14/11090       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [5]
                0.00    0.00      14/14          boardBFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int, std::pair<int, int> const&) [31]
                0.00    0.00      14/13299       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [135]
-----------------------------------------------
                0.00    0.00      14/14          findGroup(Board*, std::pair<int, int> const&, int) [30]
[31]     0.0    0.00    0.00      14         boardBFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int, std::pair<int, int> const&) [31]
                0.00    0.00     168/1976172     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
                0.00    0.00      14/132479      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [22]
                0.00    0.00     210/210         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [244]
                0.00    0.00     182/1976188     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [40]
                0.00    0.00     168/186         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [266]
                0.00    0.00     168/294         std::pair<int, int>::pair<int, int, true>(int&&, int&&) [235]
                0.00    0.00     168/168         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [297]
                0.00    0.00     140/140         std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::operator[](unsigned long) [310]
                0.00    0.00     140/140         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [311]
                0.00    0.00      98/2464        std::_Bit_reference::operator bool() const [180]
                0.00    0.00      56/56          std::queue<std::pair<int, int>, std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::empty() const [347]
                0.00    0.00      42/42          std::queue<std::pair<int, int>, std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::push(std::pair<int, int> const&) [364]
                0.00    0.00      42/42          std::queue<std::pair<int, int>, std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::front() [365]
                0.00    0.00      42/42          std::queue<std::pair<int, int>, std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::pop() [363]
                0.00    0.00      42/2408        std::_Bit_reference::operator=(bool) [182]
                0.00    0.00      42/84          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int> const&) [332]
                0.00    0.00      42/85          std::allocator<std::pair<int, int> >::allocator() [326]
                0.00    0.00      42/42          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::initializer_list<std::pair<int, int> >, std::allocator<std::pair<int, int> > const&) [368]
                0.00    0.00      42/169         std::allocator<std::pair<int, int> >::~allocator() [295]
                0.00    0.00      42/132         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [313]
                0.00    0.00      42/150         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [302]
                0.00    0.00      42/71          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [340]
                0.00    0.00      14/29          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector() [381]
                0.00    0.00      14/14          std::allocator<std::vector<bool, std::allocator<bool> > >::allocator() [416]
                0.00    0.00      14/14          std::allocator<bool>::allocator() [417]
                0.00    0.00      14/105063      std::vector<int, std::allocator<int> >::size() const [74]
                0.00    0.00      14/14          std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [462]
                0.00    0.00      14/14          std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(unsigned long, std::vector<bool, std::allocator<bool> > const&, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [459]
                0.00    0.00      14/196         std::vector<bool, std::allocator<bool> >::~vector() [265]
                0.00    0.00      14/42          std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [355]
                0.00    0.00      14/196         std::allocator<bool>::~allocator() [248]
                0.00    0.00      14/14          std::queue<std::pair<int, int>, std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::queue<std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > >, void>() [454]
                0.00    0.00      14/14          std::queue<std::pair<int, int>, std::deque<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::~queue() [455]
                0.00    0.00      14/14          std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~vector() [460]
-----------------------------------------------
                0.00    0.00      14/14          movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [29]
[32]     0.0    0.00    0.00      14         moveGroup(Board*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&, std::pair<int, int> const&, int) [32]
                0.00    0.00     201/1976172     std::vector<int, std::allocator<int> >::operator[](unsigned long) [7]
                0.00    0.00     201/1976188     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [40]
                0.00    0.00     168/25043       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [106]
                0.00    0.00     126/126         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) const [317]
                0.00    0.00     126/22392       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::operator[](unsigned long) [109]
                0.00    0.00      56/56          bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [345]
                0.00    0.00      46/46          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [351]
                0.00    0.00      42/81          __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [334]
                0.00    0.00      42/294         std::pair<int, int>::pair<int, int, true>(int&&, int&&) [235]
                0.00    0.00      42/84          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int> const&) [332]
                0.00    0.00      42/65          __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [344]
                0.00    0.00      30/30          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [378]
                0.00    0.00      16/16          __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::find<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [411]
                0.00    0.00      16/16          bool __gnu_cxx::operator==<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [409]
                0.00    0.00      14/29          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector() [381]
                0.00    0.00      14/71          std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [340]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [18]
[33]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(unsigned long, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [33]
                0.00    0.00       1/11091       std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [11]
                0.00    0.00       1/16616       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [120]
                0.00    0.00       1/35442       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [95]
-----------------------------------------------
                0.00    0.00       2/1976188     loadBoard(Manager*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [6]
                0.00    0.00     182/1976188     boardBFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int, std::pair<int, int> const&) [31]
                0.00    0.00     201/1976188     moveGroup(Board*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&, std::pair<int, int> const&, int) [32]
                0.00    0.00     294/1976188     movePlayer(Board*, std::pair<int, int>&, std::pair<int, int> const&) [29]
                0.00    0.00    2226/1976188     createBoard(Board*, int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >) [14]
                0.00    0.00  205174/1976188     updateBoard(Board*, int) [23]
                0.00    0.00  427964/1976188     drawBlock(int, int, int, int, SDL_Texture*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int) [13]
                0.00    0.00 1340145/1976188     drawBoard(Board*) [4]
[40]     0.0    0.00    0.00 1976188         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [40]
-----------------------------------------------
                0.00    0.00   16575/268628      void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [127]
                0.00    0.00   33150/268628      std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [149]
                0.00    0.00  104475/268628      std::vector<int, std::allocator<int> >* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [9]
                0.00    0.00  114428/268628      void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [129]
[41]     0.0    0.00    0.00  268628         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [41]
-----------------------------------------------
                0.00    0.00      13/265610      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [473]
                0.00    0.00      26/265610      std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [398]
                0.00    0.00     260/265610      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [316]
                0.00    0.00   19854/265610      void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [164]
                0.00    0.00  104501/265610      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [84]
                0.00    0.00  140956/265610      std::vector<int, std::allocator<int> >::~vector() [58]
[42]     0.0    0.00    0.00  265610         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
-----------------------------------------------
                0.00    0.00    9927/265311      drawBoard(Board*) [4]
                0.00    0.00    9927/265311      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [163]
                0.00    0.00  104501/265311      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [84]
                0.00    0.00  140956/265311      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [56]
[43]     0.0    0.00    0.00  265311         std::allocator<int>::~allocator() [43]
                0.00    0.00  265311/265311      std::__new_allocator<int>::~__new_allocator() [44]
-----------------------------------------------
                0.00    0.00  265311/265311      std::allocator<int>::~allocator() [43]
[44]     0.0    0.00    0.00  265311         std::__new_allocator<int>::~__new_allocator() [44]
-----------------------------------------------
                0.00    0.00    9927/255358      std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [163]
                0.00    0.00   26502/255358      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [99]
                0.00    0.00  104501/255358      std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [82]
                0.00    0.00  114428/255358      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [71]
[45]     0.0    0.00    0.00  255358         std::allocator<int>::allocator(std::allocator<int> const&) [45]
                0.00    0.00  255358/255358      std::__new_allocator<int>::__new_allocator(std::__new_allocator<int> const&) [46]
-----------------------------------------------
                0.00    0.00  255358/255358      std::allocator<int>::allocator(std::allocator<int> const&) [45]
[46]     0.0    0.00    0.00  255358         std::__new_allocator<int>::__new_allocator(std::__new_allocator<int> const&) [46]
-----------------------------------------------
                0.00    0.00       2/231134      std::vector<int, std::allocator<int> > const* std::__niter_base<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [486]
                0.00    0.00  231132/231134      bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [19]
[47]     0.0    0.00    0.00  231134         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [47]
-----------------------------------------------
                0.00    0.00  104514/209028      std::vector<int, std::allocator<int> >::begin() const [78]
                0.00    0.00  104514/209028      std::vector<int, std::allocator<int> >::end() const [77]
[48]     0.0    0.00    0.00  209028         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [48]
-----------------------------------------------
                0.00    0.00  209028/209028      int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
[49]     0.0    0.00    0.00  209028         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [49]
-----------------------------------------------
                0.00    0.00      26/209028      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [477]
                0.00    0.00  209002/209028      int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [88]
[50]     0.0    0.00    0.00  209028         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [50]
-----------------------------------------------
                0.00    0.00      26/209028      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [476]
                0.00    0.00  209002/209028      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [85]
[51]     0.0    0.00    0.00  209028         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
                0.00    0.00  209028/209028      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [49]
-----------------------------------------------
                0.00    0.00     130/141086      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [316]
                0.00    0.00  140956/141086      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [57]
[52]     0.0    0.00    0.00  141086         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
                0.00    0.00  114558/114558      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00  140982/140982      void std::_Destroy<int*>(int*, int*) [54]
[53]     0.0    0.00    0.00  140982         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [53]
-----------------------------------------------
                0.00    0.00  140982/140982      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [55]
[54]     0.0    0.00    0.00  140982         void std::_Destroy<int*>(int*, int*) [54]
                0.00    0.00  140982/140982      void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [53]
-----------------------------------------------
                0.00    0.00      26/140982      std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [398]
                0.00    0.00  140956/140982      std::vector<int, std::allocator<int> >::~vector() [58]
[55]     0.0    0.00    0.00  140982         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [55]
                0.00    0.00  140982/140982      void std::_Destroy<int*>(int*, int*) [54]
-----------------------------------------------
                0.00    0.00  140956/140956      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [57]
[56]     0.0    0.00    0.00  140956         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [56]
                0.00    0.00  140956/265311      std::allocator<int>::~allocator() [43]
-----------------------------------------------
                0.00    0.00  140956/140956      std::vector<int, std::allocator<int> >::~vector() [58]
[57]     0.0    0.00    0.00  140956         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [57]
                0.00    0.00  140956/141086      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
                0.00    0.00  140956/140956      std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [56]
-----------------------------------------------
                0.00    0.00      26/140956      loadLevel(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [17]
                0.00    0.00    9927/140956      drawBoard(Board*) [4]
                0.00    0.00   16575/140956      void std::__new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [125]
                0.00    0.00  114428/140956      void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [73]
[58]     0.0    0.00    0.00  140956         std::vector<int, std::allocator<int> >::~vector() [58]
                0.00    0.00  140956/265610      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
                0.00    0.00  140956/140982      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [55]
                0.00    0.00  140956/140956      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [57]
-----------------------------------------------
                0.00    0.00      18/131950      void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&) [403]
                0.00    0.00      26/131950      void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [397]
                0.00    0.00     115/131950      void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [320]
                0.00    0.00     126/131950      void std::__new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [318]
                0.00    0.00     168/131950      void std::_Construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [298]
                0.00    0.00     182/131950      void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [276]
                0.00    0.00     338/131950      void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [225]
                0.00    0.00   26502/131950      void std::__new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [102]
                0.00    0.00  104475/131950      void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [20]
[59]     0.0    0.00    0.00  131950         operator new(unsigned long, void*) [59]
-----------------------------------------------
                0.00    0.00   10187/124745      std::__new_allocator<int>::max_size() const [151]
                0.00    0.00  114558/124745      std::__new_allocator<int>::allocate(unsigned long, void const*) [64]
[60]     0.0    0.00    0.00  124745         std::__new_allocator<int>::_M_max_size() const [60]
-----------------------------------------------
                0.00    0.00     780/115208      int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [238]
                0.00    0.00    9927/115208      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [167]
                0.00    0.00  104501/115208      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [85]
[61]     0.0    0.00    0.00  115208         int* std::__niter_base<int*>(int*) [61]
-----------------------------------------------
                0.00    0.00     130/114558      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [316]
                0.00    0.00    9927/114558      void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [164]
                0.00    0.00  104501/114558      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [80]
[62]     0.0    0.00    0.00  114558         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [62]
                0.00    0.00  114558/114558      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [66]
-----------------------------------------------
                0.00    0.00  114558/114558      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [65]
[63]     0.0    0.00    0.00  114558         std::__new_allocator<int>::deallocate(int*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00  114558/114558      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [66]
[64]     0.0    0.00    0.00  114558         std::__new_allocator<int>::allocate(unsigned long, void const*) [64]
                0.00    0.00  114558/124745      std::__new_allocator<int>::_M_max_size() const [60]
-----------------------------------------------
                0.00    0.00  114558/114558      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
